id,displayName,appId,applicationType
3033b1af-7154-4265-a6ca-39ddc0b0a2dd,Radius Aad Syncer,60ca1954-583c-4d1f-86de-39d835f3e452,Microsoft Application
3033b858-406e-4fdc-8a04-6f4c250b1259,DirectoryLookupService,9cd0f7df-8b1a-4e54-8c0c-0ef3a51116f6,Microsoft Application
30410325-968f-4b70-af87-1180f8b9902c,Domain Controller Services,443155a6-77f3-45e3-882b-22b3a8d431fb,Microsoft Application
316b4d83-8fc7-4fd2-bd4d-52ffe510d338,Azure Multi-Factor Auth Connector,1f5530b3-261a-47a9-b357-ded261e17918,Microsoft Application
31a4682b-f445-4afd-9668-b0af3ec544da,Microsoft Teams Chat Aggregator,b1379a75-ce5e-4fa3-80c6-89bb39bf646c,Microsoft Application
31d92397-b4a8-41f4-b219-ca0d6189643b,Microsoft Azure Stream Analytics,66f1e791-7bfb-4e18-aed8-1720056421c7,Microsoft Application
320597a3-a46e-40f0-bce2-1bb8a53eff87,Azure Credential Configuration Endpoint Service,ea890292-c8c8-4433-b5ea-b09d0668e1a6,Microsoft Application
3227d783-36f3-474d-97d2-ee7781393a83,Azure Managed HSM RP,1341df96-0b28-43da-ba24-7a6ce39be816,Microsoft Application
329486d9-a1dc-4c22-98ec-ff1d5df4b83a,Office365 Shell SS-Server,e8bdeda8-b4a3-4eed-b307-5e2456238a77,Microsoft Application
32c81360-dfd0-42ad-9aa2-3d7d322a0405,Azure DNS Managed Resolver,b4ca0290-4e73-4e31-ade0-c82ecfaabf6a,Microsoft Application
332dd5ef-2bce-468b-aab1-940bc4ebd97f,Azure Time Series Insights,120d688d-1518-4cf7-bd38-182f158850b6,Microsoft Application
337027e1-d007-4ce3-86d7-24aef6664370,Branch Connect Web Service,57084ef3-d413-4087-a28f-f6f3b1ad7786,Microsoft Application
33e181e5-0e32-4657-a6dd-b10dff1f859c,Azure AD Identity Governance - Entitlement Management,810dcf14-1858-4bf2-8134-4c369fa3235b,Microsoft Application
